code,label,lng,lat,gend,northing,population,households,populationDensity,lgb1,lgb2,lgb3,lgb4,lgb5,lgb6,lgb7
E08000024,Sunderland,-1.4522,54.8805,2405,554109,274166,122177,1994.6,1790,1852,1009,659,339,131,43
E08000025,Birmingham,-1.8744,52.4885,31255,287849,1144916,423456,4275.4,8758,7678,4652,3014,1673,754,275
E08000026,Coventry,-1.5202,52.4174,350,280037,345328,134139,3500.7,3569,2380,1382,793,396,187,58
E08000027,Dudley,-2.1081,52.4831,2050,287253,323495,137069,3302.4,1441,1838,1134,774,418,154,56
E08000028,Sandwell,-2.0085,52.5158,27425,290879,341835,130246,3994.9,1367,1923,1322,845,433,153,57
E08000029,Solihull,-1.7278,52.4128,105,279457,216236,89483,1212.9,943,1027,590,400,199,96,36
E08000030,Walsall,-1.9665,52.5992,1955,300150,284130,112226,2733.1,1289,1447,891,666,337,145,52
E08000031,Wolverhampton,-2.1206,52.589,20700,299026,263730,105141,3797.9,1323,1556,1029,693,353,142,62
E08000032,Bradford,-1.8548,53.8448,65,438737,546409,209867,1491.2,2713,2868,1807,1385,824,336,134
E08000033,Calderdale,-1.9738,53.7212,1670,424977,206627,90476,567.8,1127,1362,933,919,658,257,80
E08000034,Kirklees,-1.7633,53.6274,18110,414567,433222,177989,1060.3,2648,2519,1674,1150,646,290,106
E08000035,Leeds,-1.5059,53.8256,35,436701,811950,341466,1471.7,10553,8379,4266,2557,1445,586,178
E08000036,Wakefield,-1.4115,53.6607,2205,418409,353375,153075,1043.6,2047,2552,1513,1028,583,200,54
E08000037,Gateshead,-1.6837,54.9354,52540,560133,196144,88999,1378,1256,1790,1148,697,433,138,34
E09000001,City of London,-0.0914,51.5139,650,181164,8579,4914,2975,88,210,172,177,115,42,19
E09000002,Barking and Dagenham,0.1337,51.5438,6430,184924,218863,73902,6065.8,786,1179,847,464,279,105,33
E09000003,Barnet,-0.2091,51.616,49220,192314,389340,148917,4488.7,2060,2641,1716,1030,681,363,143
E09000004,Bexley,0.1428,51.4609,710,175730,246473,95300,4070.7,1195,1133,801,538,332,97,42
E09000005,Brent,-0.2676,51.5594,4860,185924,339818,118612,7859.6,1887,2740,1852,1244,678,296,110
E09000006,Bromley,0.0511,51.3721,46500,165667,329989,135827,2197.7,1452,2042,1488,1270,618,258,106
E09000007,Camden,-0.1565,51.5456,645,184580,210134,92759,9640.9,3249,3514,1960,1682,1256,458,232
E09000008,Croydon,-0.087,51.3554,4790,163557,390718,152946,4516,1714,2986,2137,1468,784,319,124
E09000009,Ealing,-0.3303,51.5223,40290,181701,367122,133659,6611.6,2048,3101,2041,1312,770,391,191
E09000010,Enfield,-0.0874,51.6511,430,196432,329986,120923,4082.5,1183,1523,1265,825,536,206,82
E09000011,Greenwich,0.0555,51.4743,3710,177046,289067,114052,6108.6,1929,3272,2484,1530,752,239,102
E09000012,Hackney,-0.0637,51.5522,33210,185478,259148,106081,13593.3,2243,7278,3454,1890,1059,375,90
E09000013,Hammersmith and Fulham,-0.222,51.4956,265,178905,183161,81244,11161.1,1814,2699,1382,1073,740,324,186
E09000014,Haringey,-0.1071,51.5901,3270,189614,264234,105092,8930.2,2101,4435,2530,1547,1025,407,124
E09000015,Harrow,-0.3424,51.5982,22465,190121,261203,89642,5175.4,885,1225,1026,497,297,221,88
E09000016,Havering,0.2208,51.5631,145,187245,262057,101277,2332.3,1023,1316,849,504,280,82,39
E09000017,Hillingdon,-0.4455,51.5409,2655,183585,305916,109228,2644,1425,1493,1179,679,362,176,63
E09000018,Hounslow,-0.366,51.4686,15915,175668,288181,102961,5148,1083,1978,1682,1106,600,307,137
E09000019,Islington,-0.11,51.5487,70,185005,216587,96496,14574.9,2822,5150,2710,2054,1365,460,151
E09000020,Kensington and Chelsea,-0.1919,51.5006,2255,179504,143376,66884,11816.5,890,1281,931,933,773,325,207
E09000021,Kingston upon Thames,-0.2865,51.3869,3750,166705,168064,65626,4512.1,1489,1323,813,503,267,179,69
E09000022,Lambeth,-0.1188,51.4543,20,174499,317662,134688,11839.1,3259,7851,4793,3533,2027,565,174
E09000023,Lewisham,-0.0201,51.4487,245,174051,300554,122392,8551.5,2764,5414,3193,2017,1063,320,104
E09000024,Merton,-0.1957,51.4103,4070,169458,215188,81729,5721.6,1104,1906,1200,739,506,222,112
E09000025,Newham,0.0379,51.5269,20,182855,351039,115507,9690.1,1825,4238,2676,1378,666,226,81
E09000026,Redbridge,0.0759,51.5851,225,189405,310260,103713,5501.9,987,1544,1281,802,418,272,94
E09000027,Richmond upon Thames,-0.3126,51.4426,4380,172867,195278,80705,3401.9,1100,1250,1005,857,555,283,188
E09000028,Southwark,-0.0745,51.4738,10,176738,307641,130818,10659,3784,7182,4333,3081,1745,446,126
E09000029,Sutton,-0.1777,51.362,165,164120,209640,82348,4781,875,1189,847,596,297,104,62
E09000030,Tower Hamlets,-0.0342,51.516,5230,181509,310303,120539,15702.9,3510,7262,3897,2063,979,313,103
E09000031,Waltham Forest,-0.0131,51.5938,300,190195,278429,102901,7173.3,1248,3522,2528,1591,788,288,83
E09000032,Wandsworth,-0.1872,51.4523,185,174145,327506,137393,9560,2638,5361,2645,1738,1171,433,202
E09000033,Westminster,-0.1605,51.5135,5355,181005,204240,94815,9514.2,1857,2808,1796,1464,1086,459,255
W06000001,Isle of Anglesey,-4.3747,53.2862,5403,379205,68875,30822,96.7,335,285,187,168,119,54,19
W06000002,Gwynedd,-4.0249,52.895,245,334963,117397,51105,46.3,1497,661,356,315,247,120,36
W06000003,Conwy,-3.7358,53.1408,5090,361802,114741,52235,101.9,567,617,409,338,263,148,63
W06000004,Denbighshire,-3.3544,53.0917,4453,355776,95816,42387,114.5,469,516,302,262,167,93,39
W06000005,Flintshire,-3.1636,53.2183,235,369649,154965,66911,352.3,772,850,492,391,237,88,21
W06000006,Wrexham,-3.0174,52.9903,4700,344142,135115,57914,268.2,754,792,563,347,183,88,31
W06000008,Ceredigion,-4.0725,52.256,10,263991,71468,30893,40,1660,501,249,222,215,105,36
W06000009,Pembrokeshire,-4.8862,51.8537,340,221152,123366,55488,76.2,607,625,398,303,261,127,43
W06000010,Carmarthenshire,-4.1632,51.8992,62790,224511,187895,81759,79.3,1031,977,556,484,359,190,71
W06000011,Swansea,-4.0614,51.6414,670,195641,238500,104962,631.5,2482,1750,1067,658,480,200,68
W06000012,Neath Port Talbot,-3.7434,51.68,8435,199348,142290,62375,322.5,914,954,613,414,274,101,30
W06000013,Bridgend,-3.6003,51.556,44635,185340,145486,62360,580.1,707,987,559,368,224,99,37
W06000014,Vale of Glamorgan,-3.3999,51.4449,570,172697,131935,57450,398.4,807,992,604,451,286,110,46
W06000015,Cardiff,-3.2006,51.5087,3280,179542,362301,147333,2571.3,5935,4875,2539,1278,746,336,96
W06000016,Rhondda Cynon Taf,-3.4362,51.6511,36455,195665,237651,103339,560.3,1579,1702,1030,574,436,162,37
W06000018,Caerphilly,-3.2048,51.6531,435,195610,175956,76257,634.2,965,1189,632,439,230,90,28
W06000019,Blaenau Gwent,-3.194,51.7664,2665,208201,66900,30340,615.1,335,440,216,143,106,31,8
W06000020,Torfaen,-3.0534,51.6991,32715,200555,92274,40241,734.4,562,646,336,212,170,44,18
W06000021,Monmouthshire,-2.8675,51.7579,315,206911,92961,40923,109.5,482,472,291,261,195,65,24
W06000022,Newport,-2.9617,51.5738,2430,186541,159594,66054,838.1,816,1302,684,454,297,102,20
W06000023,Powys,-3.4099,52.3256,28580,270454,133174,60182,25.7,578,607,420,345,342,183,68
W06000024,Merthyr Tydfil,-3.3607,51.7401,155,205467,58847,25783,528.2,255,391,214,137,93,32,11
