code,label,lng,lat,gend,northing,population,households,populationDensity,lgb1,lgb2,lgb3,lgb4,lgb5,lgb6,lgb7
E07000008,Cambridge,0.1315,52.1988,11330,257755,145676,52472,3579.2,4459,2846,989,511,341,128,116
E07000009,East Cambridgeshire,0.2952,52.3429,30,274112,87762,37203,134.8,467,519,371,241,151,76,23
E07000010,Fenland,0.0611,52.5627,575,298084,102457,44083,187.5,513,636,378,248,187,84,36
E07000011,Huntingdonshire,-0.2206,52.3739,9320,276573,180832,76880,199.6,1039,1210,728,507,290,114,46
E07000012,South Cambridgeshire,0.0815,52.1731,30,254795,162116,66996,179.8,976,996,685,486,261,103,46
E07000026,Allerdale,-3.2469,54.7114,750,535836,96156,43973,77.4,431,433,263,217,187,85,21
E07000027,Barrow-in-Furness,-3.213,54.1257,11675,470657,67404,31259,865.3,413,413,218,160,121,41,14
E07000028,Carlisle,-2.8083,54.971,85,564335,110025,50663,106,733,751,435,262,167,106,48
E07000029,Copeland,-3.374,54.4142,475,502927,67063,30789,91.7,327,383,175,172,118,41,11
E07000030,Eden,-2.6219,54.6129,15740,524354,54734,24613,25.5,224,239,156,152,94,47,23
E07000031,South Lakeland,-2.8508,54.2925,80,488871,104449,47657,68,523,490,332,316,229,98,49
E07000032,Amber Valley,-1.467,53.0295,660,348157,126205,56277,475.6,681,735,425,383,250,92,36
E07000033,Bolsover,-1.2772,53.2152,15905,368917,80277,35262,500.7,412,531,268,242,156,59,17
E07000034,Chesterfield,-1.4011,53.2554,50,373318,103569,48058,1568.4,641,785,397,331,216,81,26
E07000035,Derbyshire Dales,-1.6943,53.1287,575,359062,71536,32283,90.3,308,247,177,216,195,85,35
E07000036,Erewash,-1.3472,52.9352,16625,337734,112902,50334,1029.9,714,819,449,335,180,81,28
E07000037,High Peak,-1.8738,53.3733,105,386271,90930,40772,168.7,534,590,394,280,216,96,30
E07000038,North East Derbyshire,-1.4477,53.2261,685,370027,102000,45987,370.1,474,508,285,257,179,66,18
E07000039,South Derbyshire,-1.5598,52.8308,16595,326002,107203,45240,317.1,481,636,408,276,148,71,20
E07000040,East Devon,-3.2236,50.7641,40,96775,150821,66788,185.2,742,699,444,385,315,191,105
E07000041,Exeter,-3.5102,50.7218,695,92447,130712,52554,2780,2858,1317,738,464,331,142,42
E07000042,Mid Devon,-3.5562,50.8758,13640,109637,82848,35633,90.8,442,426,287,241,172,81,24
E07000043,North Devon,-3.9146,51.0697,30,131782,98608,43197,90.8,508,485,294,276,226,94,39
E07000044,South Hams,-3.8234,50.3735,685,54205,88628,39335,100,420,434,305,290,247,115,48
E07000045,Teignbridge,-3.6569,50.6063,8930,79821,134805,59838,200.1,697,736,480,407,303,185,62
E07000046,Torridge,-4.2485,50.8859,15,112003,68122,30457,69.2,351,278,213,225,171,87,23
E07000047,West Devon,-4.046,50.6559,660,86000,57093,24818,49.2,243,252,175,184,158,99,30
E07000061,Eastbourne,0.2655,50.7753,18110,99749,101685,45610,2302.6,736,739,519,530,372,260,120
E07000062,Hastings,0.5703,50.8695,170,110924,91006,40453,3053.9,678,839,575,600,475,226,67
E07000063,Lewes,0.0053,50.8815,905,111026,99912,43688,342,663,625,565,645,506,258,106
E07000064,Rother,0.5386,50.9518,25040,119997,93111,42102,182.8,442,412,280,355,290,182,70
E07000065,Wealden,0.1979,50.9676,160,120966,160146,68266,192.2,710,734,502,526,343,173,74
E07000066,Basildon,0.4657,51.5903,1235,190821,187576,76362,1705.1,833,1003,572,370,182,69,28
E07000067,Braintree,0.5901,51.942,26570,230213,155267,64986,253.8,747,834,504,368,223,86,30
E07000068,Brentwood,0.3107,51.6385,120,195829,77045,32342,503.2,286,355,184,141,100,29,13
E07000069,Castle Point,0.5937,51.5363,1165,185122,89591,37389,2005.4,332,339,183,158,99,40,26
E07000070,Chelmsford,0.481,51.7254,29175,205876,181527,75401,535.9,941,1102,572,404,221,103,37
E07000071,Colchester,0.8614,51.8726,95,223202,192716,79710,587.2,1889,1466,850,613,331,128,58
E07000072,Epping Forest,0.1482,51.7088,1125,203300,134981,54557,398.2,465,577,437,335,201,90,29
E07000073,Harlow,0.1089,51.769,27510,209915,93334,37857,3056.1,457,559,380,194,139,54,11
E07000074,Maldon,0.7838,51.7092,50,204831,66208,27900,185,312,273,164,141,102,43,16
E07000075,Rochford,0.8101,51.5912,1125,191782,85667,35557,512.7,343,276,167,174,123,41,14
E07000076,Tendring,1.1155,51.8713,20475,223776,148287,67451,440.9,660,624,446,399,282,158,73
E07000077,Uttlesford,0.2795,51.9349,40,228707,91340,36958,142.5,408,375,281,188,122,56,24
E07000078,Cheltenham,-2.0729,51.8963,930,221973,118833,52899,2549.3,1379,1128,549,383,242,100,57
E07000079,Cotswold,-1.8925,51.8164,17425,213072,90834,40597,78,414,400,262,266,197,87,40
E07000080,Forest of Dean,-2.4898,51.8287,35,214546,87006,37217,165.4,496,444,269,198,143,79,24
E07000081,Gloucester,-2.2404,51.8499,1255,216834,132409,55407,3266.6,975,1045,586,378,222,89,21
E07000082,Stroud,-2.3001,51.7296,16490,203473,121103,52378,263,718,665,486,388,277,137,42
E07000083,Tewkesbury,-2.088,51.9456,115,227458,94888,40931,229,459,502,304,215,144,58,27
E07000084,Basingstoke and Deane,-1.2012,51.2735,1420,153006,185148,76645,292.1,1121,1334,781,533,258,84,46
E07000085,East Hampshire,-0.9548,51.0744,18980,131076,125741,52718,244.4,727,605,376,318,196,79,34
E07000086,Eastleigh,-1.3279,50.9331,140,115065,136446,56924,1712.1,732,948,484,317,193,82,30
E07000087,Fareham,-1.2262,50.8524,1585,106165,114503,48639,1542.1,613,645,389,293,215,96,28
E07000088,Gosport,-1.1588,50.8055,19005,100995,81955,35922,3229.8,579,664,368,223,192,72,19
E07000089,Hart,-0.8979,51.2847,175,154529,99409,39964,461.8,499,474,309,231,131,36,16
E07000090,Havant,-0.9898,50.8387,1630,104842,124207,53589,2228.4,666,728,409,316,210,96,43
E07000091,New Forest,-1.6255,50.8586,18810,106633,175778,77566,233.7,802,716,447,393,306,164,63
E07000092,Rushmoor,-0.7676,51.2742,90,153516,99758,39303,2554.9,625,803,524,316,170,115,70
E07000093,Test Valley,-1.511,51.1285,1295,136669,130488,54708,207.9,684,768,458,331,195,76,28
E07000094,Winchester,-1.2214,51.0282,16185,125708,127448,51715,192.8,1658,778,423,302,196,99,39
E07000095,Broxbourne,-0.0483,51.7243,65,204646,99005,39849,1924.9,352,461,256,167,116,31,15
E07000096,Dacorum,-0.541,51.7783,1120,209858,155082,63412,729.8,801,852,571,380,215,74,39
E07000098,Hertsmere,-0.2807,51.6774,11935,199022,107822,42682,1065.9,510,487,338,251,124,71,28
E07000099,North Hertfordshire,-0.1924,51.9593,40,230523,133211,56732,354.9,778,885,581,390,191,89,27
E07000102,Three Rivers,-0.4608,51.6613,905,196949,93774,36858,1055.8,372,396,282,174,121,45,26
E07000103,Watford,-0.4028,51.6681,8645,197803,102244,39628,4772.2,460,742,479,266,156,63,25
E07000105,Ashford,0.8119,51.1252,20,139969,132752,53583,228.6,690,794,518,390,247,101,38
E07000106,Canterbury,1.1014,51.2833,855,158359,157431,63792,509.9,2960,1258,637,503,362,172,73
E07000107,Dartford,0.2541,51.4314,12455,172676,116756,45696,1605.3,491,647,420,286,151,36,16
E07000108,Dover,1.2892,51.2124,155,151044,116407,50548,369.2,686,686,483,401,372,170,71
E07000109,Gravesham,0.396,51.4056,660,170115,106899,41724,1079.9,509,582,391,299,145,49,16
E07000110,Maidstone,0.5806,51.2348,17135,151563,175778,71208,446.9,837,1045,641,491,291,86,30
E07000111,Sevenoaks,0.1717,51.276,130,155211,120516,49013,326.4,445,504,327,257,182,76,34
E07000112,Folkestone and Hythe,0.9957,51.0544,805,132599,109754,48338,307.5,589,643,461,388,256,161,63
E07000113,Swale,0.8125,51.3417,15395,164044,151678,60495,406.2,838,914,596,469,280,84,53
E07000114,Thanet,1.3404,51.3543,130,166985,140585,62200,1356.9,868,1009,697,556,441,235,63
E07000115,Tonbridge and Malling,0.3571,51.273,715,155282,132196,53573,550.6,611,587,349,318,180,75,32
E07000116,Tunbridge Wells,0.4309,51.1141,18180,137789,115311,48223,348,640,661,422,298,191,78,29
E07000117,Burnley,-2.2214,53.7789,100,431414,94649,39872,855,530,581,342,271,159,43,26
E07000118,Chorley,-2.6482,53.6612,875,418497,117731,50132,580.6,538,768,506,340,157,63,23
E07000119,Fylde,-2.9223,53.7842,19330,432384,81380,37606,491.2,372,392,269,272,237,121,46
E07000120,Hyndburn,-2.3896,53.7589,85,429238,82236,34790,1126.6,411,495,263,207,125,61,17
E07000121,Lancaster,-2.7146,54.0691,995,463919,142932,59978,252.1,2417,1129,618,461,346,163,62
E07000122,Pendle,-2.1856,53.8655,14655,441045,95753,38066,565.4,370,427,327,229,149,65,19
E07000123,Preston,-2.6973,53.8115,45,435253,147835,59607,1039,1816,1266,620,412,247,90,40
E07000124,Ribble Valley,-2.4451,53.9072,840,445761,61558,26747,105.6,217,221,170,118,76,31,14
E07000125,Rossendale,-2.2669,53.694,12555,421988,70876,30561,513.4,318,435,285,216,112,58,17
E07000126,South Ribble,-2.7107,53.7281,30,425975,111042,48586,981.4,591,696,352,311,161,58,13
E07000127,West Lancashire,-2.8825,53.6096,1060,412911,117427,48533,338.8,1415,572,330,221,149,57,25
E07000128,Wyre,-2.8537,53.9029,28855,445536,111949,50767,396.7,507,595,348,326,264,145,56
E07000129,Blaby,-1.2216,52.5717,430,297375,102933,42575,788.9,458,548,367,274,150,74,21
E07000130,Charnwood,-1.1463,52.737,2520,315833,183978,73785,659.2,1821,1088,618,503,281,129,41
E07000131,Harborough,-1.0077,52.5395,38320,293977,97631,40413,165,385,476,313,231,175,72,32
E07000132,Hinckley and Bosworth,-1.3906,52.6166,340,302271,113640,49446,382.2,516,674,391,333,162,69,22
E07000133,Melton,-0.856,52.7967,2380,322729,51751,22599,107.5,231,317,157,122,84,37,8
E07000134,North West Leicestershire,-1.4051,52.7532,32270,317453,104706,44973,374.8,664,591,376,271,168,52,16
E07000135,Oadby and Wigston,-1.0933,52.587,265,299185,57753,22617,2454.9,385,244,139,94,66,34,7
E07000136,Boston,-0.0218,52.9743,1970,343714,70503,29404,193.7,333,342,193,191,101,69,15
E07000137,East Lindsey,0.0299,53.25,31495,374440,142292,64754,80.5,683,636,417,352,343,189,80
E07000138,Lincoln,-0.5549,53.2247,150,370718,103813,42507,2908.9,3095,1290,571,317,156,64,29
E07000139,North Kesteven,-0.4459,53.0812,1910,354897,118075,50989,128,590,667,377,283,197,75,39
E07000140,South Holland,-0.032,52.7979,29950,324067,95119,40703,126.8,424,421,260,219,154,72,16
E07000141,South Kesteven,-0.5184,52.8547,110,329594,143400,62850,152.1,731,729,453,351,200,104,38
E07000142,West Lindsey,-0.4774,53.3929,2085,389522,95152,42345,82.3,522,490,336,221,162,75,25
E07000143,Breckland,0.8369,52.5881,21580,302678,141478,60359,108.4,754,748,449,362,262,131,57
E07000144,Broadland,1.3096,52.7014,60,316663,131722,57760,238.6,626,650,422,347,242,119,46
E07000145,Great Yarmouth,1.6614,52.6408,1965,311075,99743,44544,572.2,624,553,408,324,187,98,58
E07000146,King's Lynn and West Norfolk,0.4706,52.7272,14850,317216,154318,67464,107.2,740,823,431,406,297,153,68
E07000147,North Norfolk,1.1695,52.8504,25,332832,102988,48374,106.6,485,442,312,375,332,192,97
E07000148,Norwich,1.2794,52.6323,2350,308886,143926,64459,3688.2,3756,2538,1094,719,454,212,73
E07000149,South Norfolk,1.2759,52.5145,26110,295780,141948,61381,156.4,726,727,530,412,292,125,64
E07000163,Craven,-2.1743,54.0799,205,464893,56923,26069,48.4,242,239,180,154,122,68,27
E07000164,Hambleton,-1.3193,54.2873,1285,488149,90691,40802,69.2,374,359,217,190,150,63,19
E07000165,Harrogate,-1.5957,54.0671,33220,463534,162666,71169,124.4,774,746,535,433,309,131,56
E07000166,Richmondshire,-1.934,54.3615,155,496225,49764,20944,37.7,248,242,118,118,82,59,17
E07000167,Ryedale,-0.8517,54.2104,1460,480011,54709,24714,36.3,243,235,141,143,82,57,20
E07000168,Scarborough,-0.6353,54.3664,34500,497619,108736,51123,133.2,600,617,419,377,294,156,49
E07000169,Selby,-1.1353,53.7875,100,432688,91990,39560,153.5,414,466,299,194,140,50,17
E07000170,Ashfield,-1.2583,53.0918,1425,355201,126305,54508,1152.8,643,843,480,363,226,64,21
E07000171,Bassetlaw,-0.9588,53.3329,45140,382275,117804,51458,184.7,536,606,368,274,180,88,31
E07000172,Broxtowe,-1.262,52.9757,100,342283,110944,48361,1385,958,900,451,307,190,78,34
E07000173,Gedling,-1.1193,53.0286,1880,348277,117258,51551,977.4,560,781,510,388,231,104,26
E07000174,Mansfield,-1.1737,53.171,49560,364075,110486,48030,1440.2,629,741,476,282,203,55,22
E07000175,Newark and Sherwood,-0.9199,53.124,105,359080,122954,53331,188.8,691,719,476,382,213,75,38
E07000176,Rushcliffe,-1.0374,52.9007,2390,334124,119078,49883,291,825,737,445,306,212,91,33
E07000177,Cherwell,-1.2761,51.9586,45785,229130,161013,65894,273.5,877,1141,763,500,303,94,44
E07000178,Oxford,-1.2417,51.7547,85,206500,162039,55238,3553,4585,2619,947,641,393,182,79
E07000179,South Oxfordshire,-1.071,51.6338,2560,193175,149080,61497,219.7,762,854,544,380,217,97,36
E07000180,Vale of White Horse,-1.4409,51.6343,38330,192976,138910,57498,240.5,816,1004,553,342,206,78,40
E07000181,West Oxfordshire,-1.5069,51.8377,70,215553,114233,47981,159.9,588,638,439,309,223,88,46
E07000187,Mendip,-2.5444,51.2028,3665,144991,116090,50294,157,651,632,434,366,288,149,53
E07000188,Sedgemoor,-2.9533,51.1849,13605,143276,125354,53904,222.2,758,753,437,356,197,101,40
E07000189,South Somerset,-2.7099,50.9879,140,121192,172675,75936,180,877,902,514,394,323,164,75
E07000192,Cannock Chase,-1.9805,52.7124,725,312745,100529,43457,1274.3,552,738,387,207,116,48,19
E07000193,East Staffordshire,-1.812,52.8631,18630,329519,124019,51293,320.5,597,797,487,272,170,76,18
E07000194,Lichfield,-1.8048,52.6879,125,310036,106439,45630,321.3,467,558,353,261,139,66,25
E07000195,Newcastle-under-Lyme,-2.3179,52.9937,970,344081,123306,53423,584.5,1273,712,457,319,202,75,37
E07000196,South Staffordshire,-2.1765,52.625,17015,303026,110474,46121,271.2,414,419,288,237,157,62,21
E07000197,Stafford,-2.1762,52.8482,75,327866,136870,60047,228.8,685,846,517,424,250,79,28
E07000198,Staffordshire Moorlands,-1.9816,53.0792,840,353540,95851,42355,166.4,355,372,263,202,152,65,24
E07000199,Tamworth,-1.6767,52.6263,19515,303220,78646,32895,2549.6,454,438,290,166,82,28,7
E07000200,Babergh,0.915,52.0507,95,243163,92332,40200,155.5,438,428,265,231,171,77,37
E07000202,Ipswich,1.1593,52.0552,925,244356,139644,59507,3534.3,1109,1282,766,498,294,99,44
E07000203,Mid Suffolk,1.0926,52.2468,20855,265459,102702,44343,117.9,486,514,299,314,203,79,39
E07000207,Elmbridge,-0.392,51.3572,55,163238,138757,55590,1459.6,543,551,391,344,227,108,51
E07000208,Epsom and Ewell,-0.2616,51.3394,1110,161461,80939,31321,2375.4,444,355,251,190,97,40,28
E07000209,Guildford,-0.5622,51.248,16595,150851,143646,55760,530.2,1931,944,537,381,226,69,33
E07000210,Mole Valley,-0.3256,51.2122,40,147214,87386,37139,338.3,424,366,260,217,141,61,36
E07000211,Reigate and Banstead,-0.1918,51.2533,975,152009,150852,59849,1168.1,680,789,538,400,234,83,32
E07000212,Runnymede,-0.5408,51.3933,13965,167042,88085,34838,1128.6,1321,474,297,228,132,52,28
E07000213,Spelthorne,-0.4675,51.4244,35,170605,102953,41805,2293.9,420,581,410,279,174,55,33
E07000214,Surrey Heath,-0.6712,51.3433,1230,161313,90460,36008,951.2,410,431,298,210,111,36,25
E07000215,Tandridge,-0.0435,51.227,14070,149345,87878,35623,354.1,388,370,259,211,147,41,27
E07000216,Waverley,-0.6335,51.1501,155,139877,128231,52448,371.5,1058,545,364,312,165,102,36
E07000217,Woking,-0.5605,51.3145,795,158249,103940,41437,1634.4,522,659,414,277,148,60,21
E07000218,North Warwickshire,-1.6276,52.5471,19010,294421,65035,27580,228.8,323,347,214,173,90,46,17
E07000219,Nuneaton and Bedworth,-1.4755,52.5011,215,289373,134204,56586,1699.7,710,851,487,340,209,63,33
E07000220,Rugby,-1.3282,52.3845,1085,276476,114366,47013,325.7,639,703,423,287,161,60,23
E07000221,Stratford-on-Avon,-1.6226,52.1786,18395,253437,134727,59464,137.8,611,691,391,346,236,112,38
E07000222,Warwick,-1.5832,52.3102,155,268090,148452,62619,524.8,1667,1137,554,371,228,110,64
E07000223,Adur,-0.299,50.8438,1020,106296,64547,27678,1534.4,382,385,349,338,201,95,43
E07000224,Arun,-0.568,50.8406,21785,105536,164896,72661,746.1,852,911,593,556,409,231,126
E07000225,Chichester,-0.7425,50.9373,75,116059,124068,54118,157.8,1061,657,392,352,296,141,85
E07000226,Crawley,-0.1821,51.1256,1035,137822,118495,45502,2634.9,658,855,580,363,183,54,25
E07000227,Horsham,-0.367,50.9934,23145,122819,146776,62370,276.8,869,798,513,482,255,105,51
E07000228,Mid Sussex,-0.1274,51.0205,60,126224,152570,63349,456.8,797,846,675,512,248,109,64
E07000229,Worthing,-0.3963,50.8287,1195,104470,111338,49538,3423.7,822,982,715,565,382,190,61
E07000234,Bromsgrove,-2.0167,52.3622,19050,273791,99186,41266,457.1,450,460,313,195,143,69,16
E07000235,Malvern Hills,-2.3462,52.1831,45,253907,79483,34892,137.7,406,355,215,209,171,90,39
E07000236,Redditch,-1.9512,52.2823,1155,264902,87034,36378,1604.4,460,505,309,201,119,47,14
E07000237,Worcester,-2.2109,52.1963,15540,255359,103866,44722,3121.4,1099,864,470,295,190,67,23
E07000238,Wychavon,-2.0512,52.165,25,251844,132495,57356,199.7,596,578,379,350,246,91,31
E07000239,Wyre Forest,-2.2756,52.3796,1465,275771,101609,45320,520,494,584,331,247,171,65,30
E07000240,St Albans,-0.3428,51.7724,29870,209482,148173,58991,919.3,731,735,434,323,212,89,30
E07000241,Welwyn Hatfield,-0.1944,51.7677,535,209206,119839,46209,925,1319,700,403,259,160,56,34
E07000242,East Hertfordshire,-0.0087,51.865,3265,220364,150160,62021,315.7,753,831,531,378,201,70,35
E07000243,Stevenage,-0.1908,51.9053,24420,224521,89501,36511,3444.8,561,671,340,182,136,34,23
E07000244,East Suffolk,1.4622,52.2372,225,265500,246055,110747,195.1,1327,1193,714,644,616,317,129
E07000245,West Suffolk,0.6219,52.2778,1200,267629,179951,78746,173.9,1154,1279,612,440,323,138,60
E07000246,Somerset West and Taunton,-3.3628,51.0868,23275,132836,157448,69986,132.6,882,941,615,401,329,158,62
E08000001,Bolton,-2.4669,53.5786,100,409211,295961,118790,2117,1474,1663,1084,727,482,196,67
E08000002,Bury,-2.3122,53.5876,1050,410155,193851,80696,1948.6,1005,1365,905,577,356,116,40
E08000003,Manchester,-2.2326,53.4509,24100,394923,551943,214732,4772.7,9908,9210,4879,2870,1649,549,156
E08000004,Oldham,-2.0517,53.552,80,406152,242081,93140,1700.5,1047,1328,855,455,314,130,49
E08000005,Rochdale,-2.158,53.6164,1015,413331,223775,90223,1415.6,976,1156,801,558,301,125,53
E08000006,Salford,-2.3706,53.4896,22990,399266,269927,115116,2777.2,3400,4235,2385,1316,631,222,58
E08000007,Stockport,-2.1281,53.3938,60,388561,294776,126648,2338.3,1638,2236,1366,1024,565,200,94
E08000008,Tameside,-2.0626,53.4778,1165,397900,231063,99527,2239.7,1466,1949,1177,757,467,145,49
E08000009,Trafford,-2.3546,53.4194,19225,391465,235063,96269,2216.7,1262,1520,1202,782,425,155,64
E08000010,Wigan,-2.5893,53.5244,30,403243,329329,143105,1750,1767,2273,1213,863,450,154,54
E08000011,Knowsley,-2.8338,53.4258,1005,392430,154523,66073,1787,730,1007,567,302,193,58,20
E08000012,Liverpool,-2.9168,53.3956,16850,389144,486093,207491,4346.1,6982,5308,2631,1534,897,342,113
E08000013,St. Helens,-2.7226,53.4595,30,396102,183245,81011,1343.6,1039,1309,787,471,330,104,27
E08000014,Sefton,-3.0154,53.566,1585,408176,279231,123073,1783.4,1460,1644,1072,826,514,225,78
E08000015,Wirral,-3.0925,53.3683,28500,386273,320199,143252,1989.7,1947,2268,1355,950,647,291,83
E08000016,Barnsley,-1.5324,53.5359,465,404470,244576,108053,743.3,1291,1705,944,678,414,133,40
E08000017,Doncaster,-1.0953,53.5444,2835,405684,308108,133482,542.4,1627,1982,1250,886,513,198,59
E08000018,Rotherham,-1.2862,53.409,33730,390471,265806,113925,927.7,1364,1621,964,608,346,112,48
E08000019,Sheffield,-1.5502,53.4042,480,389797,556519,231950,1512.5,7327,5511,2700,1624,1053,447,163
E08000021,Newcastle upon Tyne,-1.6578,55.0078,2525,568195,300131,122797,2646.1,5376,3545,1616,1032,666,244,78
E08000022,North Tyneside,-1.5176,55.0281,32045,570503,208952,96232,2538.6,1308,1613,1085,689,412,168,48
E08000023,South Tyneside,-1.4437,54.9635,275,563346,147777,68287,2294.2,869,1070,621,331,210,69,21
