code,label,lng,lat,gend,northing,population,households,populationDensity,lgb1,lgb2,lgb3,lgb4,lgb5,lgb6,lgb7
E06000021,Stoke-on-Trent,-2.1652,53.0176,13315,346716,258375,110399,2764.8,8.485055379,5.401805535,3.594155844,2.120118149,1.444622793,0.682300845,0.219462893
E06000022,Bath and North East Somerset,-2.4744,51.3561,30,162001,193406,79250,559.2,11.31647211,6.647879516,3.547346819,2.133333333,1.822810128,0.928463561,0.550547523
E06000023,Bristol,-2.7702,51.4526,1235,172919,472462,191638,4308.1,12.73085332,10.19400179,5.534991957,3.764644204,2.620490484,1.606745676,0.580832527
E06000024,North Somerset,-2.8,51.3892,16885,165882,216727,94648,579.9,7.737164843,5.788386504,3.24044586,2.233179691,1.591906299,0.821795806,0.34823239
E06000025,South Gloucestershire,-2.4712,51.5474,140,183263,290423,118101,584.3,7.600606638,5.835685001,3.002257966,1.863166006,1.146470467,0.584207065,0.249552884
E06000026,Plymouth,-4.1202,50.3912,880,56735,264693,114558,3314.8,11.996152,8.004904537,4.786910442,2.781022128,1.750008102,0.986502662,0.443117233
E06000027,Torbay,-3.5305,50.4408,23665,61223,139324,62992,2215.6,8.257229833,6.063891298,4.151190736,3.265518437,2.459101803,1.537601342,0.551862536
E06000030,Swindon,-1.7443,51.5713,150,185857,233414,95862,1014.4,6.793478261,5.325152569,3.321995104,2.319323424,1.500551673,0.759144237,0.274688463
E06000031,Peterborough,-0.2538,52.6085,1240,302621,215676,84533,628.1,5.714140335,4.812100525,3.421939099,2.108386694,1.391461272,0.64855049,0.370937828
E06000032,Luton,-0.4245,51.8943,24035,222915,225259,78940,5196,3.874319846,3.80345062,2.947587598,1.954704243,1.289215686,0.705754615,0.434180139
E06000033,Southend-on-Sea,0.729,51.5376,95,185610,180685,78344,4335.6,7.996822455,6.307471928,3.966141629,2.725833369,1.760777171,1.016624806,0.39954718
E06000034,Thurrock,0.3741,51.506,890,181237,175997,66377,1074.2,4.378582754,3.471101733,2.387720296,1.565733825,0.849480873,0.474533376,0.22498393
E06000035,Medway,0.57,51.4257,25010,172759,279771,111458,1444.2,6.684867099,4.995326332,3.048387549,2.390990471,1.45021645,0.642220841,0.310982596
E06000036,Bracknell Forest,-0.7399,51.4078,95,168395,124600,50248,1139.2,6.399042445,4.754157628,2.836355369,2.139132496,1.207997778,0.716882068,0.364440974
E06000037,West Berkshire,-1.3049,51.4497,1005,172535,161447,66658,229.3,6.860500611,4.988358556,2.579650565,1.718048227,1.215286251,0.551412996,0.235633931
E06000038,Reading,-0.9848,51.4532,25540,173186,174235,67683,4312.6,9.055720157,6.712427746,3.879139204,3.093998625,2.152200528,1.308210485,0.712398024
E06000039,Slough,-0.5868,51.5082,65,179746,158498,52423,4871.5,3.245257453,3.002776863,2.293757842,1.736351531,1.429538786,0.86751766,0.445632799
E06000040,Windsor and Maidenhead,-0.699,51.4851,1135,177040,153495,60932,781.1,5.689739018,4.621277647,2.699911478,2.02637504,1.431448321,0.771112924,0.349844955
E06000041,Wokingham,-0.8841,51.4293,19950,170613,177499,69164,991.7,7.215155246,4.580354779,2.211460856,1.61441559,0.928641251,0.478017909,0.148732059
E06000042,Milton Keynes,-0.7335,52.0843,35,243629,287057,113102,930.1,6.485388964,5.23416704,3.162999763,2.005947553,1.467654121,0.74339207,0.318903515
E06000043,Brighton and Hove,-0.1321,50.8433,1065,106526,277107,121402,3345.3,17.68671514,15.34957209,12.01146866,11.1236397,9.058680532,5.565235216,2.518435196
E06000044,Portsmouth,-1.0785,50.8207,14945,102752,208002,86155,5149.8,10.59085067,7.501112671,4.667467173,3.234017693,2.177001696,1.191251139,0.486236374
E06000045,Southampton,-1.3986,50.917,25,113232,248912,102291,4990.5,11.23598647,7.705347919,4.418280403,3.234843674,2.292493456,1.430898092,0.544568644
E06000046,Isle of Wight,-1.2969,50.6757,1170,86461,140460,64775,370,8.219314891,6.397849462,3.735742173,2.74825298,1.909154022,0.974561447,0.518409426
E06000047,County Durham,-1.8391,54.6954,9480,533389,522062,234761,234.5,8.663301552,5.899524542,3.270001743,1.779316574,1.194248454,0.604359654,0.231578483
E06000049,Cheshire East,-2.349,53.1806,80,364874,398771,174856,341.9,6.657223796,5.674378001,3.125746163,2.045618781,1.326374889,0.587482284,0.273583688
E06000050,Cheshire West and Chester,-2.7362,53.2001,410,367257,357150,155156,388.2,8.171280167,5.654008439,3.502937321,2.020896934,1.39040641,0.74116905,0.233274237
E06000051,Shropshire,-2.7341,52.6358,12690,304422,323608,139579,101.2,6.124861752,5.306284078,3.358707472,2.074361183,1.329326343,0.809213363,0.269913283
E06000052,Cornwall,-4.8252,50.4056,85,59975,570304,250535,160.9,9.43243531,6.20806265,3.657248032,2.485902853,1.7864722,0.966149802,0.397974563
E06000053,Isles of Scilly,-6.2988,49.9207,575,11139,2058,942,125.9,10.28037383,7.179487179,3.90625,2.390438247,1.094890511,0.778210117,0.36101083
E06000054,Wiltshire,-1.9451,51.2973,12625,155301,510336,215081,156.8,7.237077499,5.23364486,2.921958483,1.998213222,1.384809064,0.670540086,0.372423894
E06000055,Bedford,-0.4766,52.1893,65,255656,185228,74950,388.8,6.318347509,4.818919034,3.326530612,2.370544721,1.353720296,0.753235048,0.415416571
E06000056,Central Bedfordshire,-0.4363,52.0067,515,235392,294251,120755,411.2,6.033310673,4.559476134,2.675890876,1.795192007,1.158077591,0.622192769,0.236735831
E06000057,Northumberland,-2.0653,55.2427,14115,594161,320565,146922,63.9,6.269912589,5.525319074,3.088628913,1.849727909,1.262237034,0.636004396,0.2868915
E06000058,Bournemouth Christchurch and Poole,-1.8829,50.7467,45,94131,400192,173842,2469.2,10.55408971,6.811178866,4.103551031,3.197253588,2.518648718,1.493056418,0.84310945
E06000059,Dorset,-2.3336,50.806,530,100771,379578,169261,152.4,6.713030747,5.123931883,2.854065697,2.350837404,1.481589607,0.8715088,0.391536324
E06000060,Buckinghamshire,-0.8121,51.7852,14225,210241,553081,220328,353.4,5.962350104,4.668169296,2.631578947,1.744170446,1.050226956,0.497710532,0.265751301
E06000061,North Northamptonshire,-0.6263,52.4251,40,281667,359525,148918,364.4,6.422983367,4.823465261,2.946436555,1.917923832,1.232571763,0.611286655,0.290663876
E06000062,West Northamptonshire,-1.0364,52.223,600,258722,425726,172641,309.1,7.027664539,5.134036762,3.067022157,2.254594029,1.40982606,0.64052743,0.295502182
